X,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Log_Sale_Price,dist_HS,dist_MS,dist_PreSch,dist_ES_Sawyer,dist_ES_Mitchell,dist_ES_Meeker,dist_ES_Fellows,dist_ES_Edwards,Neighborhood_Abbr,"Developed, Open Space 300m","Developed, Low Intensity 300m","Developed, Medium Intensity 300m","Developed, High Intensity 300m",Deciduous Forest 300m,Mixed Forest 300m,Pasture/Hay 300m,Woody Wetlands 300m,Cultivated Crops 300m,Open Water 300m,Grassland/Herbaceous 300m,Emergent Herbaceous Wetlands 300m,Barren Land 300m,Evergreen Forest 300m,Shrub/Scrub 300m,geometry...99,Open Water 600m,"Developed, Open Space 600m","Developed, Low Intensity 600m","Developed, Medium Intensity 600m","Developed, High Intensity 600m",Deciduous Forest 600m,Mixed Forest 600m,Pasture/Hay 600m,Cultivated Crops 600m,Woody Wetlands 600m,Emergent Herbaceous Wetlands 600m,Grassland/Herbaceous 600m,Barren Land 600m,Evergreen Forest 600m,Shrub/Scrub 600m,geometry...115,Open Water 1000m,"Developed, Open Space 1000m","Developed, Low Intensity 1000m","Developed, Medium Intensity 1000m","Developed, High Intensity 1000m",Deciduous Forest 1000m,Mixed Forest 1000m,Grassland/Herbaceous 1000m,Pasture/Hay 1000m,Cultivated Crops 1000m,Woody Wetlands 1000m,Emergent Herbaceous Wetlands 1000m,Barren Land 1000m,Evergreen Forest 1000m,Shrub/Scrub 1000m,geometry...131
916,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,57,7558,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1928,1950,Gable,CompShg,BrkFace,Stone,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,896,896,GasA,Good,Y,SBrkr,1172,741,1913,0,0,1,1,3,1,9,Typ,1,Detchd,Unf,2,342,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,177000,5.24797326636181,2741.84267352138,2059.58336913832,4384.164439953,3129.69425236049,4812.76192183137,3811.04592136317,3273.01140734583,3190.00530992515,Crawford,0.2563380281690141,0.4112676056338028,0.16056338028169015,0.014084507042253521,0,0,0.15774647887323945,0,0,0,0,0,0,0,NA,"c(-93.646881, 42.016943)",0,0.22831727205337288,0.3535952557449963,0.21868050407709413,0.09933283914010378,0,0,0.08598962194217939,0.0014825796886582653,0,0,0.012601927353595256,0,0,0,"c(-93.646881, 42.016943)",0,0.21947911014650026,0.29924036896364625,0.25284861638632666,0.12289744981009224,0.005968529571351058,0.0010851871947911015,0.018990775908844276,0.060770482908301685,0.0187194791101465,0,0,0,0,0,"c(-93.646881, 42.016943)"
917,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,52,6292,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_and_Half_Fin,Good,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,861,861,GasA,Good,Y,SBrkr,877,600,1477,0,1,2,0,3,1,6,Typ,1,Detchd,Unf,1,216,Typical,Paved,0,50,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,145000,5.16136800223498,2798.96328404697,1932.4505249893,4463.30302977501,3036.74020867013,4906.35942392921,3910.49638965903,3345.78406438376,3062.36001537086,South_and_,0.20168067226890757,0.4257703081232493,0.20448179271708683,0.036414565826330535,0,0,0.13165266106442577,0,0,0,0,0,0,0,NA,"c(-93.648419, 42.016835)",0,0.22426470588235295,0.3220588235294118,0.2125,0.10147058823529412,0,0,0.09852941176470588,0.006617647058823529,0,0,0.03455882352941177,0,0,0,"c(-93.648419, 42.016835)",0,0.22333785617367707,0.2976933514246947,0.23690637720488467,0.10746268656716418,0.0037991858887381274,0.001085481682496608,0.018995929443690638,0.08575305291723202,0.02496607869742198,0,0,0,0,0,"c(-93.648419, 42.016835)"
918,Two_Story_1945_and_Older,Residential_Low_Density,53,7155,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Very_Good,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Fair,Mn,Unf,7,Unf,0,600,600,GasA,Excellent,Y,SBrkr,628,600,1228,0,0,1,0,3,1,6,Typ,1,Detchd,Unf,1,215,Typical,Paved,0,113,0,0,195,0,No_Pool,Minimum_Privacy,None,0,5,2009,WD ,Normal,137000,5.13672056715641,2684.19343101737,2236.89951855766,4289.52100007244,3274.17550533964,4673.21642378444,3684.53144058453,3189.87940213704,3369.90299774497,Crawford,0.3557422969187675,0.48179271708683474,0.058823529411764705,0.0028011204481792717,0,0,0.10084033613445378,0,0,0,0,0,0,0,NA,"c(-93.644704, 42.016957)",0,0.21091445427728614,0.3746312684365782,0.2374631268436578,0.10619469026548672,0,0,0.07079646017699115,0,0,0,0,0,0,0,"c(-93.644704, 42.016957)",0,0.1958288190682557,0.3057963163596966,0.27925243770314195,0.13921993499458288,0.006229685807150596,0.0010834236186348862,0.01868905742145179,0.04604550379198267,0.007854821235102925,0,0,0,0,0,"c(-93.644704, 42.016957)"
919,Two_Story_1945_and_Older,Residential_Low_Density,53,10918,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Excellent,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,1276,1276,GasA,Excellent,Y,SBrkr,1276,804,2080,0,0,1,1,3,1,9,Typ,2,Detchd,Unf,1,282,Typical,Paved,0,0,0,0,145,0,No_Pool,Minimum_Privacy,None,0,6,2009,WD ,Normal,234000,5.36921585741014,2777.86777594513,2227.25711828463,4372.66295187564,3336.77410702005,4606.57565669744,3753.6460497994,3277.16657829778,3372.10471029127,Crawford,0.36187845303867405,0.43646408839779005,0.024861878453038673,0,0,0,0.17679558011049723,0,0,0,0,0,0,0,NA,"c(-93.644636, 42.016067)",0,0.23048600883652431,0.40795287187039764,0.21428571428571427,0.07658321060382917,0,0,0.07069219440353461,0,0,0,0,0,0,0,"c(-93.644636, 42.016067)",0,0.1926107036131486,0.2991035044824776,0.2632436837815811,0.13202933985330073,0.021733224667209998,0.002988318391741375,0.021733224667209998,0.05270306981798424,0.013854930725346373,0,0,0,0,0,"c(-93.644636, 42.016067)"
920,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,13680,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,112,840,GasA,Excellent,Y,SBrkr,840,727,1567,1,0,1,1,2,1,6,Min2,2,Detchd,Unf,2,440,Typical,Paved,0,21,150,0,0,0,No_Pool,Good_Privacy,None,0,2,2009,WD ,Normal,205000,5.31175386105575,2409.7830681697,2442.824743462,4001.96281092734,3276.049323925,4713.73911029395,3401.44154380556,2904.62380056277,3546.2856051866,Crawford,0.2661064425770308,0.42857142857142855,0.24089635854341737,0.06442577030812324,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.6428055, 42.0191252)",0,0.17920353982300885,0.3252212389380531,0.3023598820058997,0.1607669616519174,0,0,0.032448377581120944,0,0,0,0,0,0,0,"c(-93.6428055, 42.0191252)",5.421523448088912e-4,0.1835185687178097,0.29493087557603687,0.3036053130929791,0.14936297099484955,0.0013553808620222283,2.710761724044456e-4,0.006776904310111141,0.046896177825969096,8.13228517213337e-4,0.011656275413391162,2.710761724044456e-4,0,0,0,"c(-93.6428055, 42.0191252)"
921,Two_Story_1945_and_Older,Residential_Low_Density,0,7500,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Good,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,224,771,GasA,Fair,Y,SBrkr,753,741,1494,0,0,1,0,3,1,7,Typ,2,Attchd,Unf,1,213,Typical,Partial_Pavement,0,0,0,0,224,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,177500,5.24919835739111,2352.89892714006,2693.1674816455,3874.39581199802,3497.58544075245,4533.29231596776,3223.58245385923,2800.59126311494,3802.20227504754,Crawford,0.17777777777777778,0.35833333333333334,0.3055555555555556,0.15833333333333333,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.6397, 42.019181)",0,0.16236162361623616,0.3062730627306273,0.33505535055350555,0.18892988929889298,0,0,0.007380073800738007,0,0,0,0,0,0,0,"c(-93.6397, 42.019181)",0.001359064963305246,0.19488991573797226,0.2870345202500679,0.2756183745583039,0.14215819516172873,0.004077194889915738,0.001359064963305246,0.008154389779831475,0.05327534656156564,0,0.031530307148681706,5.436259853220984e-4,0,0,0,"c(-93.6397, 42.019181)"
922,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,130,9600,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Good,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Good,BrkTil,Fair,No,Rec,6,Unf,0,300,728,GasA,Excellent,Y,SBrkr,976,332,1308,1,0,1,1,2,1,7,Min2,2,Detchd,Unf,1,256,Typical,Paved,0,70,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,160000,5.20411998265593,2446.37473491639,2466.05958375205,4024.68465625636,3330.5797535659,4655.74045566489,3410.45424586177,2932.23945619581,3576.99218525137,Crawford,0.2833333333333333,0.4722222222222222,0.2,0.044444444444444446,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.642371, 42.018707)",0,0.18027961736571008,0.3274466519499632,0.29286239882266374,0.16041206769683591,0,0,0.03899926416482708,0,0,0,0,0,0,0,"c(-93.642371, 42.018707)",8.138903960933261e-4,0.18583830710797614,0.30249593054801954,0.29978296256104175,0.14297341291372762,0.0010851871947911015,8.138903960933261e-4,0.005425935973955507,0.04693434617471514,2.7129679869777537e-4,0.013293543136190992,2.7129679869777537e-4,0,0,0,"c(-93.642371, 42.018707)"
923,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,14680,Pave,Gravel,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Below_Average,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,480,1273,GasA,Excellent,Y,SBrkr,1273,0,1273,0,0,1,0,2,1,5,Typ,0,Attchd,Unf,1,307,Typical,Paved,483,0,0,0,115,0,No_Pool,Minimum_Privacy,None,0,6,2009,WD ,Normal,155000,5.19033169817029,2533.96370667985,2622.36093115673,4049.17625840609,3554.52198467542,4434.23909233683,3382.13075142919,2979.70876363945,3752.3330847069,Crawford,0.275,0.38055555555555554,0.18333333333333332,0.16111111111111112,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.64012, 42.017583)",0,0.19970523212969787,0.3264554163596168,0.27708179808400885,0.17243920412675018,0,0,0.02431834929992631,0,0,0,0,0,0,0,"c(-93.64012, 42.017583)",0.0013609145345672292,0.19760479041916168,0.3051170386499728,0.26864452912357106,0.12656505171475232,0.008165487207403375,0.003810560696788242,0.006804572672836146,0.06260206859009254,0,0.018780620577027764,5.443658138268917e-4,0,0,0,"c(-93.64012, 42.017583)"
924,One_Story_1945_and_Older,Residential_Low_Density,80,13360,Pave,Gravel,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Good,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,BrkTil,Typical,No,ALQ,1,Unf,0,163,876,GasA,Excellent,Y,SBrkr,964,0,964,1,0,1,0,2,1,5,Typ,0,Detchd,Unf,2,432,Typical,Paved,0,0,44,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,163500,5.2135177569963,2541.05928247749,2583.76447374031,4067.37120541382,3521.54776896854,4462.09342038683,3407.74842168472,2993.95112783982,3713.31126594306,Crawford,0.2983425414364641,0.4198895027624309,0.16574585635359115,0.11602209944751381,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.640592, 42.017574)",0,0.20014716703458427,0.32818248712288445,0.271523178807947,0.1648270787343635,0,0,0.03532008830022075,0,0,0,0,0,0,0,"c(-93.640592, 42.017574)",8.143322475570033e-4,0.1995114006514658,0.30700325732899025,0.2725298588490771,0.12893593919652552,0.007328990228013029,0.003528773072747014,0.006243213897937025,0.05781758957654723,0,0.016015200868621064,2.714440825190011e-4,0,0,0,"c(-93.640592, 42.017574)"
925,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,54,7681,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,731,731,GasA,Excellent,Y,SBrkr,820,523,1343,0,0,1,1,3,1,7,Typ,1,Detchd,Unf,1,186,Typical,Paved,192,0,102,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,154900,5.19005141775921,2704.13112870523,2265.16120852074,4299.00281649089,3319.33779673336,4627.78895859104,3683.84411167869,3202.98531708456,3402.34332500989,Crawford,0.38440111420612816,0.4735376044568245,0.033426183844011144,0,0,0,0.10863509749303621,0,0,0,0,0,0,0,NA,"c(-93.644295, 42.016684)",0,0.21967455621301776,0.3772189349112426,0.23002958579881658,0.10207100591715976,0,0,0.07100591715976332,0,0,0,0,0,0,0,"c(-93.644295, 42.016684)",0,0.1918068366793272,0.30602278893109064,0.277807921866522,0.1386326641345632,0.011937059142702116,0.0010851871947911015,0.020618556701030927,0.04612045577862181,0.005968529571351058,0,0,0,0,0,"c(-93.644295, 42.016684)"
926,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,8145,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Crawford,Norm,Norm,Duplex,Two_and_Half_Unf,Above_Average,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,LwQ,4,Unf,0,674,920,GasA,Excellent,Y,SBrkr,1240,1240,2480,0,0,2,1,5,2,13,Typ,2,Detchd,Unf,2,400,Typical,Paved,0,0,57,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,205000,5.31175386105575,2787.07680855316,2276.68418646253,4367.75318297777,3393.38424037634,4550.46393545312,3736.33042179931,3277.17324489011,3424.52120296132,Crawford,0.3707865168539326,0.44662921348314605,0.025280898876404494,0,0,0,0.15730337078651685,0,0,0,0,0,0,0,NA,"c(-93.6439975, 42.0158534)",0,0.22838137472283815,0.4124168514412417,0.20620842572062084,0.082039911308204,0,0,0.07095343680709534,0,0,0,0,0,0,0,"c(-93.6439975, 42.0158534)",0,0.18756786102062975,0.30184581976112923,0.26112920738327905,0.12947882736156352,0.02714440825190011,0.0043431053203040176,0.023072747014115092,0.05238870792616721,0.013029315960912053,0,0,0,0,0,"c(-93.6439975, 42.0158534)"
927,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Feedr,Norm,OneFam,One_Story,Above_Average,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,Good,BrkTil,Typical,Mn,Rec,6,ALQ,694,264,1112,GasA,Excellent,Y,SBrkr,1112,0,1112,1,0,1,0,2,1,6,Typ,1,Attchd,Unf,1,390,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2009,WD ,Family,144800,5.16076856186113,2684.19233612179,2655.66700827256,4169.01146874106,3686.51758751132,4284.34519499898,3472.38877792237,3112.55543329881,3802.69018458559,Crawford,0.2520775623268698,0.37119113573407203,0.18282548476454294,0.19390581717451524,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.639431, 42.016152)",0,0.2119205298013245,0.34731420161883736,0.2501839587932303,0.15673289183222958,0,0,0.03384841795437822,0,0,0,0,0,0,0,"c(-93.639431, 42.016152)",0.001085481682496608,0.19782903663500678,0.2949796472184532,0.2526458616010855,0.11234735413839891,0.018995929443690638,0.004613297150610584,0.007055630936227951,0.08683853459972862,0.005156037991858887,0.01818181818181818,2.71370420624152e-4,0,0,0,"c(-93.639431, 42.016152)"
928,Two_Story_1945_and_Older,Residential_Low_Density,75,12000,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Good,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,429,704,GasA,Excellent,Y,SBrkr,860,704,1564,0,0,1,1,3,1,7,Typ,1,Attchd,Unf,1,234,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,174500,5.2417954312952,2893.23095401985,2351.90858205244,4441.84643335376,3540.75569524808,4401.69519163558,3779.58102699118,3363.49622105059,3512.37306851676,Crawford,0.3194444444444444,0.5055555555555555,0.025,0,0,0,0.15,0,0,0,0,0,0,0,NA,"c(-93.642945, 42.014688)",0,0.2542248346803821,0.4357090374724467,0.1594415870683321,0.07935341660543718,0,0,0.07127112417340191,0,0,0,0,0,0,0,"c(-93.642945, 42.014688)",0,0.19279718386135933,0.2921743839696724,0.24614134849715677,0.11670728405090712,0.041158949363660984,0.006498781478472786,0.02545356079068508,0.060384511237476304,0.018142431627403196,5.415651232060655e-4,0,0,0,0,"c(-93.642945, 42.014688)"
929,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,13339,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Above_Average,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132,Typical,CBlock,Typical,No,LwQ,4,BLQ,875,621,1561,GasA,Typical,Y,SBrkr,1561,0,1561,1,0,2,0,3,1,6,Typ,1,Attchd,Fin,2,463,Typical,Paved,0,148,0,0,120,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,193000,5.28555730900777,3057.73312616344,2352.92969834817,4591.06150090562,3649.26652916191,4295.53138023959,3909.56159161218,3519.65632432603,3525.56238301892,Crawford,0.2955801104972376,0.5082872928176796,0.049723756906077346,0,0,0,0.1464088397790055,0,0,0,0,0,0,0,NA,"c(-93.642885, 42.013169)",0,0.2588495575221239,0.4144542772861357,0.16371681415929204,0.058997050147492625,0.025811209439528023,0.0022123893805309734,0.0752212389380531,0,0,0,7.374631268436578e-4,0,0,0,"c(-93.642885, 42.013169)",0,0.20260727865290604,0.2930472569255839,0.22189027702335687,0.09206952743074416,0.052688756110809344,0.007876154263986964,0.026887561108093427,0.08039109179793591,0.022542096686583378,0,0,0,0,0,"c(-93.642885, 42.013169)"
930,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,78,15600,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Good,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0,Typical,BrkTil,Typical,No,BLQ,2,Rec,507,248,1067,GasW,Fair,N,SBrkr,986,537,1523,1,0,2,0,3,1,7,Maj2,1,Attchd,Unf,1,295,Typical,Paved,0,0,81,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,158000,5.19865708695442,2832.49093356675,2533.88414117215,4337.27545821317,3669.82434935084,4279.10751314479,3646.11560596396,3274.75725115729,3692.31188831391,Crawford,0.33055555555555555,0.5111111111111111,0.10555555555555556,0.05277777777777778,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.640762, 42.014943)",0,0.25073746312684364,0.3938053097345133,0.1747787610619469,0.11578171091445427,0,0,0.06489675516224189,0,0,0,0,0,0,0,"c(-93.640762, 42.014943)",0,0.20151885001356115,0.29617575264442636,0.24735557363710334,0.10740439381611067,0.031461893138052616,0.004610794684024953,0.011662598318416057,0.07567127746135069,0.014103607268782207,0.010035259018171955,0,0,0,0,"c(-93.640762, 42.014943)"
931,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,14000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_Story,Very_Good,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0,Good,CBlock,Typical,No,Unf,7,Unf,0,1092,1092,GasA,Excellent,Y,SBrkr,1152,0,1152,0,1,1,0,3,1,6,Typ,1,Attchd,Unf,1,300,Typical,Paved,0,36,0,0,0,0,No_Pool,Good_Privacy,None,0,8,2009,WD ,Family,158500,5.20002926655377,2971.02475898072,2479.45306187583,4478.1150074914,3708.36725376395,4234.05124584499,3781.69383844289,3415.989643216,3647.7224262409,Crawford,0.35555555555555557,0.5277777777777778,0.06666666666666667,0.022222222222222223,0,0,0.027777777777777776,0,0,0,0,0,0,0,NA,"c(-93.641356, 42.013753)",0,0.2601028655400441,0.4011756061719324,0.16458486407053638,0.08890521675238795,0.006612784717119765,0.002204261572373255,0.07200587803085966,0,0,0,0.00440852314474651,0,0,0,"c(-93.641356, 42.013753)",0,0.2016260162601626,0.294579945799458,0.22737127371273713,0.1010840108401084,0.04552845528455285,0.007588075880758808,0.017615176151761516,0.08102981029810298,0.02086720867208672,0.0027100271002710027,0,0,0,0,"c(-93.641356, 42.013753)"
932,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,17500,Pave,No_Alley_Access,Regular,Bnk,AllPub,Corner,Mod,Crawford,PosA,Norm,OneFam,One_Story,Average,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420,Typical,PConc,Typical,Av,LwQ,4,BLQ,435,91,1310,GasA,Excellent,Y,SBrkr,1906,0,1906,1,0,1,1,3,1,6,Typ,2,Basment,Unf,2,576,Typical,Paved,0,201,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,224000,5.35024801833416,3087.99973351321,2642.46457079404,4541.61318516216,3921.13087438213,4021.15500117476,3804.29142895198,3501.68702939733,3818.24835606783,Crawford,0.29775280898876405,0.4747191011235955,0.17415730337078653,0.05337078651685393,0,0,0,0,0,0,0,0,0,0,NA,"c(-93.639407, 42.0125)",0,0.22091310751104565,0.374079528718704,0.18409425625920472,0.07658321060382917,0.04197349042709867,0.009572901325478646,0.06111929307805596,0.012518409425625921,0,0,0.01914580265095729,0,0,0,"c(-93.639407, 42.0125)",0,0.201951748441312,0.2914068853347791,0.20222282461371646,0.08349146110056926,0.049878015722418,0.009758742206560044,0.009216589861751152,0.12496611547844945,0.020872865275142316,0.00623475196530225,0,0,0,0,"c(-93.639407, 42.0125)"
933,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1733,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,Two_Story,Above_Average,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,516,516,GasA,Typical,Y,SBrkr,516,516,1032,0,0,1,0,2,1,5,Typ,1,Detchd,Unf,2,452,Typical,Paved,279,0,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2009,WD ,Normal,115000,5.06069784035361,3509.33947782747,2161.48379786392,5062.95173262712,3754.48322483149,4269.35164740234,4379.08471292152,3986.79322521845,3346.71250933619,Blueste,0.19722222222222222,0.35833333333333334,0.19722222222222222,0.025,0.14444444444444443,0.008333333333333333,0.06944444444444445,0,0,0,0,0,0,0,NA,"c(-93.645743, 42.009489)",0,0.2038404726735598,0.2946824224519941,0.1344165435745938,0.03988183161004431,0.13737075332348597,0.013293943870014771,0.11225997045790251,0.0568685376661743,0,0,0.007385524372230428,0,0,0,"c(-93.645743, 42.009489)",0,0.21428571428571427,0.2718631178707224,0.1694731124388919,0.0334057577403585,0.09288430200977729,0.017381857686040194,0.027430744160782183,0.13335143943508962,0.039923954372623575,0,0,0,0,0,"c(-93.645743, 42.009489)"
934,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1488,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,Two_Story,Above_Average,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0,Good,CBlock,Typical,Mn,ALQ,1,Unf,0,90,561,GasA,Typical,Y,SBrkr,561,668,1229,1,0,1,1,2,1,5,Typ,1,Attchd,Fin,2,462,Typical,Paved,176,0,0,0,0,0,No_Pool,Good_Privacy,None,0,10,2009,WD ,Normal,137000,5.13672056715641,3509.33947782747,2161.48379786392,5062.95173262712,3754.48322483149,4269.35164740234,4379.08471292152,3986.79322521845,3346.71250933619,Blueste,0.19722222222222222,0.35833333333333334,0.19722222222222222,0.025,0.14444444444444443,0.008333333333333333,0.06944444444444445,0,0,0,0,0,0,0,NA,"c(-93.645743, 42.009489)",0,0.2038404726735598,0.2946824224519941,0.1344165435745938,0.03988183161004431,0.13737075332348597,0.013293943870014771,0.11225997045790251,0.0568685376661743,0,0,0.007385524372230428,0,0,0,"c(-93.645743, 42.009489)",0,0.21428571428571427,0.2718631178707224,0.1694731124388919,0.0334057577403585,0.09288430200977729,0.017381857686040194,0.027430744160782183,0.13335143943508962,0.039923954372623575,0,0,0,0,0,"c(-93.645743, 42.009489)"
